transaction_amount,transaction_hour,is_weekend,merchant_category,user_location,device_type,previous_transaction_gap,transaction_velocity,failed_login_attempts,account_age_days,ip_risk_score,geo_mismatch_flag,unusual_device_flag,is_fraud
2736.36,2,0,food,Chennai,mobile,64.95,3,0,456,13.66,0,0,0
4330.7,0,0,fuel,Kolkata,mobile,344.67,2,0,2422,6.95,0,0,0
3744.51,8,0,fashion,Chennai,web,108.56,4,0,3260,21.63,0,0,0
8707.91,3,1,electronics,Kolkata,web,236.01,4,1,2463,35.95,0,0,0
854.71,10,1,food,Pune,mobile,105.57,2,0,1629,13.47,0,0,0
617.1,8,1,grocery,Mumbai,mobile,67.96,5,0,1817,38.5,0,0,0
4152.46,20,0,food,Bangalore,web,169.4,1,0,2513,6.7,0,0,0
7830.84,1,0,grocery,Chennai,mobile,24.65,0,1,862,3.84,0,0,0
1166.16,10,0,electronics,Bangalore,web,77.07,2,0,3338,59.07,0,0,0
4541.72,14,0,fashion,Delhi,mobile,185.26,4,2,1897,56.3,0,0,0
1868.14,13,1,travel,Mumbai,mobile,51.77,0,0,937,32.04,0,0,0
4254.13,7,0,travel,Bhubaneswar,mobile,248.71,0,1,963,6.72,0,0,0
4145.85,18,1,grocery,Hyderabad,tablet,71.14,5,0,2471,4.98,0,0,0
998.23,4,0,food,Pune,mobile,160.76,4,1,1968,17.05,0,0,0
4239.51,22,1,grocery,Pune,mobile,358.77,3,0,755,44.08,0,0,0
899.2,9,0,grocery,Mumbai,web,143.74,3,0,1959,6.39,0,0,0
4562.6,9,1,gaming,Mumbai,web,24.89,2,1,3307,31.3,0,0,1
2671.41,8,0,grocery,Hyderabad,web,319.46,2,0,116,5.86,0,0,0
7314.03,5,0,electronics,Kolkata,web,116.7,3,1,7,72.69,0,0,0
2916.05,6,0,travel,Kolkata,mobile,36.71,7,0,904,22.32,0,0,0
2276.59,7,0,travel,Delhi,web,93.27,0,0,2596,5.19,0,0,0
4942.46,13,1,grocery,Hyderabad,mobile,179.91,1,1,1563,23.66,0,1,1
1748.05,13,1,fashion,Bhubaneswar,mobile,185.37,4,0,3236,33.99,0,0,0
10031.98,18,0,grocery,Hyderabad,mobile,59.18,2,0,86,23.43,0,0,0
3504.73,4,1,fashion,Pune,mobile,6.08,2,1,277,39.24,0,0,0
1833.7,21,1,electronics,Hyderabad,mobile,260.29,3,0,1503,52.29,0,0,0
2328.35,18,1,food,Bhubaneswar,mobile,131.96,5,0,1939,20.54,0,0,0
6404.75,2,0,gaming,Delhi,mobile,64.03,3,1,1364,43.98,0,0,0
7440.42,5,1,fashion,Hyderabad,web,139.73,3,0,1710,17.87,0,0,0
3562.25,17,1,fashion,Bangalore,web,195.61,2,1,482,19.56,0,0,0
2661.77,3,1,electronics,Kolkata,web,290.6,3,1,3547,20.61,0,0,0
3083.6,1,0,grocery,Chennai,mobile,17.3,0,1,3589,24.48,0,0,0
8145.29,0,0,food,Mumbai,mobile,213.21,3,0,2072,28.6,1,0,0
944.72,5,0,travel,Bangalore,tablet,77.03,1,0,890,28.03,0,0,0
9596.7,4,1,fuel,Chennai,mobile,29.11,2,2,2072,15.33,1,0,0
2555.8,3,0,fuel,Delhi,mobile,123.71,0,1,1500,9.33,0,0,0
8037.0,19,1,grocery,Kolkata,mobile,42.52,2,0,2366,18.54,0,0,0
1936.77,23,0,electronics,Bangalore,mobile,16.35,0,0,1038,39.4,0,0,0
627.13,11,1,grocery,Bangalore,mobile,26.32,3,0,543,7.47,0,0,0
3012.67,13,0,food,Pune,mobile,223.37,2,0,87,47.72,1,0,0
8707.21,12,0,fashion,Chennai,mobile,41.92,5,0,2565,10.34,0,0,0
6948.37,5,0,fuel,Mumbai,mobile,42.02,1,1,2869,33.68,0,0,0
4254.79,9,0,fuel,Bhubaneswar,mobile,177.41,5,0,2,41.2,0,0,0
3287.28,16,0,food,Bhubaneswar,web,63.85,1,0,2457,51.35,0,0,0
5616.22,15,0,electronics,Kolkata,mobile,352.03,1,2,2452,11.0,0,0,0
1987.02,20,1,fuel,Mumbai,web,5.13,1,1,857,14.73,0,0,0
621.02,20,0,travel,Chennai,mobile,283.04,0,0,1530,10.63,0,0,0
5203.24,11,1,electronics,Kolkata,mobile,57.97,4,1,3362,57.8,0,0,0
1538.43,21,0,travel,Hyderabad,tablet,181.17,4,0,2557,31.99,0,0,0
6663.31,12,0,electronics,Delhi,mobile,176.94,4,0,1959,35.66,0,0,0
684.14,6,1,gift_card,Pune,mobile,282.93,5,1,2434,24.58,0,0,0
817.79,22,0,gift_card,Bhubaneswar,mobile,437.71,5,1,2208,7.83,0,0,0
541.61,23,1,fashion,Hyderabad,mobile,121.76,3,1,811,45.84,0,0,0
2361.37,19,0,travel,Delhi,web,18.4,0,1,3375,19.13,0,0,0
7495.34,19,0,gaming,Mumbai,mobile,125.48,3,0,2827,62.38,0,0,0
4307.46,8,1,grocery,Mumbai,mobile,36.22,5,0,3127,13.35,0,0,0
2191.39,9,0,grocery,Chennai,web,6.29,0,0,1257,30.49,0,0,0
2096.86,16,0,electronics,Hyderabad,mobile,43.42,0,1,2557,19.96,0,0,0
1497.84,17,0,fuel,Pune,mobile,25.42,2,0,273,29.45,0,0,0
4480.06,22,1,gaming,Hyderabad,web,79.36,4,0,521,56.68,0,0,0
3404.1,22,1,fashion,Pune,mobile,15.45,0,1,2841,71.06,0,0,0
479.56,21,0,electronics,Pune,tablet,34.62,0,0,1175,71.68,0,0,0
1748.0,5,0,food,Bangalore,web,224.33,2,0,2261,41.12,0,0,0
2185.71,16,0,grocery,Chennai,mobile,218.16,3,0,354,41.62,0,0,0
2434.95,21,1,fuel,Kolkata,tablet,2.54,3,0,1061,31.74,0,0,0
2288.53,1,0,grocery,Chennai,mobile,12.0,3,0,519,1.69,0,1,0
1373.06,22,0,food,Bhubaneswar,mobile,45.27,1,0,2295,32.29,0,0,0
8716.57,12,1,grocery,Delhi,web,73.09,3,1,719,43.88,1,0,0
3203.55,1,0,grocery,Mumbai,mobile,3.1,2,1,2189,11.19,0,0,0
2508.08,10,0,food,Kolkata,web,65.57,3,1,581,43.77,0,0,0
558.85,10,0,food,Chennai,mobile,7.87,1,0,3411,33.54,0,0,0
5495.59,15,1,electronics,Bhubaneswar,mobile,126.55,2,1,1622,23.54,0,0,0
6476.23,0,0,grocery,Kolkata,mobile,172.39,2,0,2402,45.1,1,0,0
3959.38,21,0,food,Chennai,mobile,13.6,5,0,2965,4.68,0,0,0
5222.18,5,0,gift_card,Mumbai,web,64.56,4,2,951,35.83,0,0,0
1835.29,5,1,gift_card,Delhi,mobile,97.2,2,0,1974,10.83,0,0,0
2991.93,5,0,electronics,Bangalore,mobile,2.56,2,1,2450,15.67,1,0,0
1781.01,4,0,food,Bhubaneswar,mobile,294.89,0,0,196,60.4,0,0,0
7479.14,9,1,food,Mumbai,mobile,185.86,1,0,3579,5.09,1,0,0
13298.71,20,0,grocery,Bhubaneswar,mobile,77.58,3,0,117,30.23,0,0,0
3502.76,7,0,electronics,Bhubaneswar,mobile,407.79,2,0,1244,22.59,0,0,0
1383.96,10,1,gaming,Kolkata,mobile,21.08,1,0,989,32.0,0,0,0
1770.54,9,1,grocery,Mumbai,mobile,98.22,1,0,2467,20.16,0,0,0
2812.06,0,0,travel,Mumbai,tablet,203.65,4,0,3519,17.81,0,0,0
2625.27,16,0,electronics,Bangalore,web,133.39,1,2,683,15.83,0,0,0
2588.49,14,0,food,Pune,mobile,383.24,4,0,1,21.47,0,0,0
1704.2,4,0,electronics,Kolkata,mobile,50.93,3,1,3437,43.53,0,0,0
4250.91,18,1,food,Kolkata,mobile,284.78,0,0,500,8.95,0,0,0
3111.54,3,0,food,Chennai,mobile,24.01,5,0,411,11.48,0,0,0
7422.27,13,0,grocery,Kolkata,mobile,25.29,3,0,3237,49.73,0,0,0
4671.57,2,0,electronics,Bhubaneswar,web,91.23,3,0,3378,48.64,0,0,0
2008.05,4,0,gaming,Delhi,mobile,194.87,2,0,2745,37.02,0,0,0
3073.93,8,0,travel,Kolkata,mobile,89.77,1,0,1802,20.98,0,0,0
4954.2,19,0,gaming,Mumbai,web,36.58,2,3,632,4.46,0,0,0
5903.32,3,0,grocery,Hyderabad,mobile,52.09,4,1,3409,21.4,0,0,0
2182.13,0,0,food,Kolkata,mobile,69.33,0,0,242,38.31,0,0,0
3209.4,12,0,travel,Mumbai,mobile,119.15,0,2,1675,31.61,0,0,0
1681.07,4,1,electronics,Bangalore,mobile,4.18,2,0,1079,40.42,0,0,0
8679.8,21,1,travel,Hyderabad,mobile,175.8,2,0,2906,19.03,0,0,0
3262.51,17,1,electronics,Pune,tablet,158.68,0,0,2407,48.16,0,0,0
1192.51,17,0,gaming,Mumbai,mobile,469.57,1,1,3247,27.56,0,0,0
950.81,23,0,grocery,Hyderabad,web,29.35,4,0,1702,46.87,0,0,0
3507.67,12,0,gift_card,Delhi,mobile,51.35,0,0,2373,42.37,0,0,0
4475.24,18,1,grocery,Delhi,mobile,63.79,1,2,1438,11.03,0,0,0
243.11,3,0,food,Delhi,mobile,707.64,3,0,832,55.91,0,0,0
8222.05,10,1,fashion,Kolkata,web,322.48,0,0,2811,33.41,0,1,0
6442.59,2,0,gift_card,Delhi,mobile,229.14,5,0,1520,42.37,0,0,0
1549.83,10,0,gaming,Pune,mobile,211.66,1,0,2940,76.06,0,0,0
4181.67,13,1,electronics,Chennai,mobile,84.14,2,0,899,52.06,0,0,0
1540.49,14,0,food,Hyderabad,web,370.95,2,0,286,47.45,0,0,0
8367.89,19,0,fashion,Delhi,web,106.64,1,0,2743,3.76,0,0,0
3398.66,10,0,electronics,Kolkata,mobile,77.98,3,0,1335,55.66,0,0,0
3562.03,8,0,food,Kolkata,web,397.11,3,0,1888,26.83,0,0,0
4987.35,18,1,fashion,Mumbai,mobile,75.55,2,1,1117,34.39,0,1,0
1252.09,4,0,fuel,Bangalore,mobile,17.58,2,0,665,51.02,0,1,0
5297.8,8,0,food,Chennai,web,0.31,3,0,2451,42.75,0,0,0
4054.19,22,0,grocery,Hyderabad,mobile,30.39,3,1,3017,38.38,0,0,0
2003.11,1,0,fuel,Kolkata,mobile,71.63,4,0,431,16.67,0,0,0
4587.71,2,0,gift_card,Mumbai,web,49.85,1,0,1288,64.31,0,0,0
5195.7,7,0,grocery,Mumbai,web,95.87,2,0,589,26.87,0,0,0
4941.08,12,0,fashion,Bangalore,mobile,38.0,2,0,467,15.68,0,1,0
1575.48,5,0,electronics,Bhubaneswar,mobile,22.78,2,1,2644,14.77,0,0,0
4552.66,16,1,fuel,Hyderabad,mobile,265.09,2,0,2024,6.0,0,0,0
5557.74,13,1,food,Bhubaneswar,mobile,60.12,4,1,1683,41.8,0,0,0
2825.98,3,1,electronics,Bangalore,mobile,104.31,2,2,2684,38.22,0,0,0
3805.92,2,0,fuel,Mumbai,web,105.84,2,1,1133,58.22,0,0,0
2108.97,1,0,food,Mumbai,mobile,286.86,2,0,1726,71.09,0,0,0
3291.95,4,0,fashion,Hyderabad,mobile,73.43,2,0,669,22.75,1,0,0
896.57,13,1,grocery,Bangalore,web,171.14,0,0,2792,34.2,0,0,0
2587.28,8,0,electronics,Pune,mobile,5.64,1,0,2756,18.59,0,0,0
4040.64,19,0,fuel,Chennai,mobile,11.83,3,0,210,44.34,0,0,0
4073.67,0,0,grocery,Pune,mobile,188.55,2,0,2146,19.07,0,0,0
9154.3,19,0,grocery,Bangalore,mobile,83.16,1,0,2029,24.88,0,0,0
1866.0,16,0,food,Bhubaneswar,mobile,11.81,1,0,3385,35.04,0,1,0
5404.29,13,0,grocery,Kolkata,mobile,13.9,1,0,1409,25.1,0,0,0
2228.1,0,0,travel,Bhubaneswar,mobile,25.86,1,1,3348,9.74,0,0,0
4027.57,12,0,electronics,Mumbai,mobile,21.33,4,1,3098,14.83,0,0,0
3258.61,14,0,fashion,Pune,mobile,250.09,3,0,2865,34.47,1,0,0
4152.1,16,1,fuel,Pune,mobile,40.58,4,1,3265,26.25,0,0,0
2826.76,13,1,gaming,Pune,mobile,117.01,3,1,3426,47.9,0,0,0
3394.52,14,1,grocery,Chennai,mobile,25.23,0,0,761,39.54,0,0,0
6047.59,23,0,grocery,Bhubaneswar,mobile,277.58,2,0,3597,22.61,0,0,0
4561.57,7,0,gift_card,Bhubaneswar,tablet,5.28,1,0,861,35.24,0,0,0
5553.96,7,0,grocery,Mumbai,mobile,17.04,2,0,1853,54.24,0,0,0
6299.14,14,0,food,Delhi,mobile,41.85,2,1,2911,46.81,0,0,0
4399.19,15,0,electronics,Pune,mobile,146.54,2,0,307,42.76,0,0,0
2816.02,8,0,food,Hyderabad,mobile,105.44,1,0,1882,25.62,0,1,0
4814.87,2,1,grocery,Bhubaneswar,mobile,126.13,3,0,679,20.81,0,1,0
3036.16,0,1,grocery,Bangalore,mobile,34.43,4,2,2185,24.02,0,0,0
3692.28,4,0,fashion,Bhubaneswar,mobile,66.9,2,0,1894,36.99,0,0,0
829.64,4,1,food,Bhubaneswar,mobile,61.11,1,1,955,14.9,0,1,0
1863.35,16,0,electronics,Bangalore,mobile,156.97,4,0,2971,23.76,0,0,0
6440.66,19,0,grocery,Delhi,mobile,16.8,1,0,2044,35.93,0,0,0
2358.23,2,0,gift_card,Delhi,mobile,74.31,5,1,1257,49.74,0,0,0
1950.26,1,0,grocery,Delhi,mobile,66.29,1,1,2310,27.01,0,0,0
4511.98,6,0,travel,Kolkata,mobile,85.66,3,1,840,38.62,0,0,0
1909.24,2,0,gaming,Bhubaneswar,mobile,272.04,1,0,470,1.94,0,1,0
3440.72,19,0,grocery,Delhi,mobile,41.94,1,0,3041,23.56,0,0,0
3665.5,15,0,grocery,Bangalore,web,125.97,2,0,2429,74.21,0,1,0
1419.11,8,0,food,Kolkata,mobile,483.28,0,0,188,71.66,0,0,0
9897.87,8,1,grocery,Delhi,web,53.45,6,0,1418,8.81,0,0,0
5946.01,6,1,fashion,Bhubaneswar,web,7.88,2,1,2389,5.54,0,0,0
3240.53,4,0,electronics,Hyderabad,web,117.57,2,1,1096,28.7,0,0,0
272.32,13,1,travel,Kolkata,tablet,293.56,1,0,316,12.54,0,0,0
2933.9,16,0,electronics,Bangalore,mobile,206.63,3,0,2396,15.29,0,0,0
2075.85,2,1,fuel,Bangalore,mobile,105.77,4,2,2770,20.51,0,0,0
2480.81,4,0,electronics,Kolkata,mobile,51.74,2,1,8,33.3,0,0,0
4477.05,2,1,food,Mumbai,mobile,552.83,1,1,1226,3.62,1,0,0
3623.51,23,0,grocery,Hyderabad,mobile,71.12,2,0,1179,2.54,0,0,0
11603.37,17,0,fuel,Chennai,mobile,107.83,0,1,1637,8.43,0,1,0
3103.73,20,0,gaming,Hyderabad,mobile,171.7,3,0,1610,30.19,0,0,0
3073.34,20,0,grocery,Bangalore,mobile,25.8,1,0,1165,5.55,0,0,0
1074.87,16,0,food,Bangalore,web,176.13,4,0,2340,37.97,0,0,0
5583.35,11,0,food,Mumbai,mobile,216.97,1,0,1924,35.99,0,0,0
3524.64,9,1,grocery,Delhi,mobile,67.68,2,0,568,29.24,0,0,0
2768.46,2,0,food,Hyderabad,mobile,299.07,2,0,3131,60.69,0,0,0
5099.11,2,0,travel,Kolkata,mobile,48.55,0,0,2631,27.06,0,0,0
11243.93,20,0,electronics,Pune,web,23.23,5,1,1932,35.59,0,1,0
2861.44,22,1,food,Chennai,web,10.84,1,0,363,17.2,0,0,0
721.91,3,0,grocery,Bangalore,tablet,254.76,5,1,72,50.61,0,0,1
6421.4,10,1,gaming,Mumbai,web,179.45,3,0,1759,1.65,0,0,0
1531.01,21,0,fashion,Hyderabad,web,44.97,4,0,1403,13.15,1,0,0
3374.57,18,0,fuel,Hyderabad,mobile,68.31,4,0,1713,37.37,1,1,0
1178.39,2,0,grocery,Kolkata,mobile,356.99,2,0,147,19.41,0,0,0
2277.94,18,0,food,Chennai,mobile,620.56,3,0,2352,8.72,0,0,0
1238.36,21,0,grocery,Hyderabad,mobile,62.78,2,0,348,29.9,0,0,0
3559.2,2,1,fuel,Bhubaneswar,web,25.93,2,0,3565,3.78,0,0,0
1276.3,4,1,travel,Hyderabad,mobile,200.16,0,1,1282,2.18,0,0,0
3711.27,7,0,travel,Pune,mobile,28.32,4,2,2599,21.06,0,0,0
6903.73,1,0,fuel,Kolkata,mobile,224.73,2,2,2293,6.82,0,1,0
897.95,8,0,electronics,Kolkata,mobile,36.83,2,1,1603,30.6,0,0,0
5884.86,7,0,grocery,Mumbai,web,11.33,2,0,3155,16.88,0,0,0
4442.95,20,1,food,Bangalore,mobile,371.81,2,1,2542,41.04,0,0,0
2914.22,7,0,gaming,Hyderabad,mobile,132.17,2,0,2811,30.82,0,0,0
1263.82,10,1,grocery,Delhi,mobile,67.84,0,0,2324,26.81,1,0,0
5427.32,5,0,travel,Chennai,mobile,232.61,1,1,2914,15.01,0,1,0
8377.63,11,1,gaming,Chennai,mobile,241.01,1,0,2671,54.56,0,0,0
2580.97,19,1,grocery,Bangalore,mobile,147.87,2,0,551,53.43,0,0,0
2701.01,4,0,fashion,Delhi,web,47.99,2,0,1403,17.27,0,0,0
2010.22,12,0,fuel,Mumbai,web,107.68,1,0,3174,22.23,0,0,0
715.15,18,0,travel,Hyderabad,web,24.11,3,1,768,33.35,0,0,0
692.41,16,0,grocery,Hyderabad,web,511.09,5,1,3501,28.16,0,0,0
2059.44,4,0,grocery,Pune,mobile,61.64,4,0,2721,19.37,0,0,0
1280.86,0,0,grocery,Kolkata,mobile,1.96,2,0,1507,11.35,0,0,0
4879.52,22,0,food,Bangalore,mobile,466.55,0,0,652,16.55,0,0,0
7662.94,4,0,fuel,Kolkata,web,61.62,3,0,2916,14.77,1,0,0
3922.12,17,0,fuel,Bangalore,mobile,187.58,2,0,2402,28.94,0,0,0
2532.25,22,0,food,Mumbai,tablet,76.66,2,0,869,24.02,0,0,0
6749.44,12,1,food,Bangalore,web,136.18,2,0,2856,41.74,0,0,0
8019.44,6,1,grocery,Hyderabad,mobile,12.05,0,0,3191,14.31,0,0,0
2402.19,5,1,food,Hyderabad,mobile,133.16,2,0,2830,46.18,0,0,0
5310.66,14,0,electronics,Chennai,mobile,77.79,2,0,1684,21.84,0,0,0
3120.12,3,0,grocery,Hyderabad,mobile,41.34,1,0,2427,25.92,0,0,0
1570.37,18,0,fuel,Bhubaneswar,mobile,46.7,1,0,2875,14.42,0,0,0
963.92,1,0,grocery,Pune,mobile,96.6,0,0,3249,17.21,0,0,0
4173.96,13,0,fashion,Bhubaneswar,mobile,32.82,4,1,1016,25.54,0,0,0
4896.42,20,0,food,Chennai,web,226.64,3,0,396,33.07,0,1,0
5855.82,9,0,electronics,Bhubaneswar,mobile,17.28,7,0,1206,19.26,0,0,0
5718.22,10,0,food,Bangalore,mobile,58.88,2,0,2590,41.97,0,0,0
1340.12,20,0,grocery,Kolkata,mobile,168.11,1,0,3373,37.25,0,0,0
2555.34,11,1,grocery,Bhubaneswar,web,113.11,5,0,2206,37.57,1,0,0
3271.32,18,1,grocery,Pune,web,55.33,2,2,2537,18.03,0,0,0
821.8,8,0,grocery,Kolkata,web,102.06,3,1,1427,18.4,0,0,0
1386.74,16,0,electronics,Bhubaneswar,web,44.49,2,0,2393,7.49,0,1,0
913.41,14,0,gaming,Chennai,web,387.03,2,1,218,30.29,0,0,0
5155.99,6,0,grocery,Bhubaneswar,mobile,88.48,4,0,3206,14.35,0,0,0
5775.02,9,0,travel,Bhubaneswar,mobile,73.4,2,1,2091,35.78,0,0,0
2585.5,23,0,fuel,Kolkata,mobile,32.05,1,0,2424,22.44,0,0,0
1935.9,19,1,fashion,Bhubaneswar,web,27.05,2,1,3116,42.24,0,0,0
6534.36,17,1,grocery,Bhubaneswar,mobile,214.0,2,0,2249,8.15,0,0,0
1821.71,23,0,fashion,Chennai,web,20.11,2,0,257,27.98,0,0,0
4570.19,7,0,fashion,Delhi,mobile,143.13,5,0,222,15.54,0,0,0
3749.1,23,0,food,Mumbai,mobile,184.89,1,0,992,8.09,0,0,0
1990.17,16,1,food,Delhi,tablet,133.17,4,0,3453,11.09,0,0,0
6890.81,15,0,gift_card,Bangalore,web,54.21,2,0,2424,31.87,0,0,0
1617.52,17,1,food,Hyderabad,mobile,89.23,4,2,891,10.22,0,0,0
7681.06,8,0,grocery,Kolkata,mobile,210.44,4,0,2144,20.22,0,0,0
5517.2,5,1,food,Chennai,mobile,302.97,3,0,1638,44.7,0,1,0
8489.42,4,0,grocery,Kolkata,web,15.35,4,0,482,24.38,0,0,0
4380.71,7,0,fuel,Mumbai,mobile,90.39,2,0,319,45.72,0,0,0
3227.45,13,0,grocery,Bhubaneswar,mobile,191.53,2,0,3273,9.29,0,0,0
10897.18,6,0,food,Chennai,mobile,161.36,2,0,2311,18.81,0,0,0
3097.8,22,0,grocery,Pune,mobile,69.66,1,2,73,9.71,0,0,0
8787.92,20,0,grocery,Kolkata,web,171.29,2,0,800,8.37,0,0,0
312.43,10,0,fuel,Kolkata,mobile,411.73,3,1,3076,8.74,0,0,0
2241.32,21,1,food,Bangalore,web,153.08,0,0,1007,16.7,0,0,0
5686.25,2,0,fuel,Delhi,web,106.0,2,0,1105,12.41,0,0,0
5105.83,14,0,gaming,Delhi,web,17.21,2,1,1826,32.86,0,0,0
1468.49,18,1,fashion,Delhi,web,21.03,0,0,415,49.57,0,0,0
8630.18,11,0,food,Bhubaneswar,mobile,94.81,2,0,3053,22.84,0,0,0
7784.34,3,0,food,Bhubaneswar,mobile,93.83,2,0,61,15.77,0,0,0
1366.37,7,0,food,Bhubaneswar,mobile,139.45,2,1,1404,14.6,0,0,0
5280.79,2,1,electronics,Chennai,mobile,284.25,1,0,1309,8.47,0,0,0
1106.77,4,0,electronics,Bhubaneswar,mobile,202.12,1,1,1859,26.81,0,1,0
2558.44,21,0,food,Bangalore,mobile,45.58,1,0,396,25.63,0,0,0
3372.53,15,0,gift_card,Chennai,mobile,5.25,5,0,2946,24.6,0,0,0
5162.44,20,0,electronics,Chennai,mobile,14.68,0,1,1175,29.08,0,0,0
3354.77,10,0,food,Kolkata,mobile,8.29,1,0,3461,11.34,0,0,0
996.85,13,0,food,Delhi,mobile,44.28,1,0,1888,6.2,0,0,0
1150.88,9,0,grocery,Mumbai,tablet,1.78,1,0,3208,15.74,0,0,0
1586.71,21,0,grocery,Hyderabad,web,147.31,5,0,1216,25.31,0,0,0
861.65,14,0,fashion,Mumbai,mobile,22.44,3,0,3509,39.51,0,0,0
2021.22,3,0,electronics,Pune,mobile,300.16,1,1,1354,36.25,0,0,0
6331.48,17,1,electronics,Mumbai,web,364.3,0,0,1780,32.94,0,0,0
3335.73,21,0,electronics,Mumbai,mobile,20.15,3,0,2537,10.2,0,0,0
843.34,17,0,grocery,Mumbai,web,30.88,1,0,2538,15.57,0,0,0
4452.61,8,0,food,Kolkata,web,100.7,2,1,514,46.8,0,0,0
10017.33,0,0,grocery,Bhubaneswar,mobile,15.19,4,0,1831,13.77,0,0,0
6681.63,8,1,gift_card,Bhubaneswar,tablet,70.24,3,0,3471,19.61,0,0,0
5645.51,11,0,fuel,Delhi,mobile,16.06,3,0,2675,3.03,0,0,0
70.25,19,0,food,Delhi,mobile,9.94,3,1,1801,1.21,0,0,0
1895.4,2,0,fuel,Bangalore,mobile,67.35,6,0,1176,15.08,0,0,0
1591.07,16,0,grocery,Bangalore,mobile,18.63,1,0,3551,3.47,0,0,0
5945.62,19,1,food,Kolkata,web,212.56,3,1,2097,47.43,0,0,0
4020.25,22,0,food,Pune,mobile,224.02,3,0,1426,19.83,0,0,0
6768.33,17,0,food,Mumbai,mobile,177.49,2,0,1138,29.05,0,0,0
7164.66,1,0,gift_card,Delhi,mobile,263.89,3,0,32,21.5,0,0,0
1363.53,11,0,gaming,Delhi,mobile,53.79,2,1,1198,34.24,0,0,0
2336.12,22,1,grocery,Kolkata,mobile,19.5,2,0,553,18.31,1,0,0
9006.33,15,1,travel,Delhi,mobile,89.71,2,0,834,21.15,1,1,0
4478.58,18,0,grocery,Bhubaneswar,web,6.02,1,0,1712,11.05,1,0,0
3571.15,12,1,fuel,Hyderabad,mobile,144.26,2,0,2597,6.08,0,0,0
4836.5,12,0,grocery,Bhubaneswar,mobile,111.99,0,1,1042,32.08,0,0,0
786.59,16,1,food,Bangalore,web,195.79,3,0,1682,22.57,0,0,0
3706.38,10,0,gift_card,Pune,mobile,17.76,3,0,1547,12.83,0,0,0
1780.78,2,1,gaming,Hyderabad,web,92.3,1,1,2799,55.03,0,0,0
4659.47,9,0,grocery,Kolkata,mobile,127.78,2,2,1385,35.12,1,0,0
5226.22,15,1,gift_card,Chennai,mobile,29.7,1,0,1546,40.27,0,0,0
2324.56,18,0,travel,Pune,mobile,163.21,1,0,578,39.91,0,0,0
2108.74,23,1,fashion,Hyderabad,web,75.29,6,0,2838,14.93,0,0,0
2375.01,16,0,fashion,Bangalore,mobile,6.53,4,0,3233,8.56,1,1,0
3079.38,3,0,food,Hyderabad,mobile,55.07,1,1,621,56.95,0,0,0
851.27,22,0,gift_card,Hyderabad,mobile,161.25,4,1,536,10.75,0,0,0
3767.4,19,0,grocery,Bangalore,web,101.7,1,0,1121,44.15,1,0,0
2001.64,19,1,electronics,Bangalore,mobile,179.42,2,0,239,18.24,0,0,0
4039.54,0,0,electronics,Bhubaneswar,mobile,48.32,3,0,2869,22.96,0,0,0
3038.16,15,0,food,Bhubaneswar,mobile,15.62,3,0,1492,15.96,0,0,0
2052.03,4,1,food,Hyderabad,mobile,90.2,0,0,1416,37.83,0,0,0
8412.39,20,0,electronics,Kolkata,mobile,49.88,2,0,485,38.71,0,0,0
6637.63,14,0,grocery,Kolkata,mobile,80.6,2,0,2625,1.76,0,0,0
5171.39,1,0,electronics,Delhi,mobile,84.97,1,0,83,56.68,0,0,0
9467.2,8,0,grocery,Kolkata,mobile,149.26,0,0,1140,31.94,0,0,0
2512.35,13,1,grocery,Delhi,mobile,382.8,2,1,1578,3.82,0,0,0
4137.68,9,0,fuel,Pune,mobile,337.21,3,0,2896,66.71,0,0,0
1730.73,19,0,food,Kolkata,web,95.8,4,1,684,12.12,1,0,1
6363.57,3,0,gift_card,Delhi,mobile,65.31,1,0,1096,16.79,0,0,0
1845.39,19,1,electronics,Kolkata,web,59.57,0,1,707,56.86,0,0,0
5102.39,17,0,food,Bhubaneswar,web,58.29,2,0,1187,16.99,0,0,0
5798.46,14,0,grocery,Mumbai,tablet,38.83,5,0,1683,22.13,0,0,0
4908.32,2,0,food,Pune,mobile,6.37,3,0,2355,53.88,1,0,0
1275.1,20,0,food,Pune,mobile,192.77,1,3,179,8.34,0,0,0
8228.99,12,0,fuel,Kolkata,mobile,5.63,1,0,3107,31.96,0,0,0
8295.03,13,0,food,Bhubaneswar,mobile,123.66,3,0,829,44.82,0,0,0
515.05,17,1,gaming,Bangalore,mobile,383.9,2,0,1265,54.6,0,0,0
3457.65,2,0,travel,Hyderabad,web,7.34,2,0,3020,31.61,0,0,1
4708.82,19,0,fashion,Hyderabad,mobile,28.42,3,0,1347,46.94,0,0,0
2614.23,21,1,travel,Bangalore,mobile,13.43,4,0,681,68.82,0,0,0
1347.78,17,1,travel,Chennai,mobile,31.52,1,0,692,16.87,0,0,0
5554.91,3,1,electronics,Bhubaneswar,mobile,15.87,4,2,646,12.62,0,0,0
3903.91,10,0,electronics,Pune,mobile,278.68,0,1,29,19.5,0,0,0
5061.55,4,0,food,Pune,web,12.44,0,0,59,21.01,0,0,0
7595.03,15,1,gaming,Delhi,web,1.0,1,1,1226,7.55,0,1,0
1594.6,2,1,food,Chennai,web,7.86,2,1,846,22.04,0,1,0
1048.28,15,0,food,Pune,web,3.92,1,1,905,9.3,0,0,0
5076.65,9,0,grocery,Mumbai,mobile,74.53,2,0,804,63.57,0,0,0
